1680
torch.Size([1, 500, 512]) torch.Size([1, 6, 2])
         450092 function calls (437207 primitive calls) in 4.099 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 kinetics.py:7(Kinetics400)
        1    0.001    0.001    0.012    0.012 kl.py:1(<module>)
       86    0.001    0.000    0.001    0.000 kl.py:39(register_kl)
       86    0.001    0.000    0.001    0.000 kl.py:70(decorator)
        1    0.000    0.000    0.000    0.000 kl.py:78(_Match)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1605(Laguerre)
        1    0.000    0.000    0.000    0.000 laplace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laplace.py:8(Laplace)
        1    0.000    0.000    0.001    0.001 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:118(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:121(LazySet)
        2    0.000    0.000    0.001    0.001 lazy.py:139(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:71(LazyList)
        2    0.000    0.000    0.001    0.000 lazy.py:84(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:91(LazyList)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
        1    0.000    0.000    0.000    0.000 lbfgs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lbfgs.py:183(LBFGS)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1624(Legendre)
        1    0.000    0.000    0.016    0.016 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
        4    0.000    0.000    0.095    0.024 linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear.py:100(Linear)
        1    0.000    0.000    0.000    0.000 linear.py:103(_LinearWithBias)
        1    0.000    0.000    0.000    0.000 linear.py:11(Identity)
        1    0.000    0.000    0.000    0.000 linear.py:110(Bilinear)
        1    0.000    0.000    0.000    0.000 linear.py:34(Linear)
        1    0.000    0.000    0.000    0.000 linear.py:5(Linear)
        1    0.000    0.000    0.000    0.000 linear.py:6(Linear)
        1    0.000    0.000    0.000    0.000 linear.py:8(LinearPackedParams)
        2    0.000    0.000    0.007    0.004 linear_relu.py:1(<module>)
        2    0.000    0.000    0.000    0.000 linear_relu.py:5(LinearReLU)
        1    0.000    0.000    0.013    0.013 linecache.py:1(<module>)
       42    0.000    0.000    0.001    0.000 linecache.py:147(lazycache)
       42    0.000    0.000    0.003    0.000 linecache.py:15(getline)
       42    0.000    0.000    0.002    0.000 linecache.py:37(getlines)
       16    0.000    0.000    0.000    0.000 linecache.py:53(checkcache)
       26    0.000    0.000    0.002    0.000 linecache.py:82(updatecache)
        2    0.000    0.000    0.000    0.000 locale.py:384(normalize)
        2    0.000    0.000    0.000    0.000 locale.py:467(_parse_localename)
        2    0.000    0.000    0.000    0.000 locale.py:575(getlocale)
        1    0.000    0.000    0.021    0.021 localization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.001    0.001 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:106(Lock)
        1    0.000    0.000    0.000    0.000 locks.py:15(_ContextManager)
        1    0.000    0.000    0.000    0.000 locks.py:247(Event)
        1    0.000    0.000    0.000    0.000 locks.py:315(Condition)
        1    0.000    0.000    0.000    0.000 locks.py:437(Semaphore)
        1    0.000    0.000    0.000    0.000 locks.py:49(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 locks.py:515(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log_normal.py:7(LogNormal)
        1    0.000    0.000    0.000    0.000 logistic_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logistic_normal.py:8(LogisticNormal)
        1    0.000    0.000    0.004    0.004 loss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loss.py:1012(CosineEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1059(MarginRankingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1116(MultiMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1180(TripletMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:12(_Loss)
        1    0.000    0.000    0.001    0.001 loss.py:1262(TripletMarginWithDistanceLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1376(CTCLoss)
        1    0.000    0.000    0.000    0.000 loss.py:216(NLLLoss2d)
        1    0.000    0.000    0.000    0.000 loss.py:225(PoissonNLLLoss)
        1    0.000    0.000    0.000    0.000 loss.py:23(_WeightedLoss)
        1    0.000    0.000    0.000    0.000 loss.py:29(L1Loss)
        1    0.000    0.000    0.000    0.000 loss.py:299(KLDivLoss)
        1    0.000    0.000    0.000    0.000 loss.py:383(MSELoss)
        1    0.000    0.000    0.000    0.000 loss.py:449(BCELoss)
        1    0.000    0.000    0.000    0.000 loss.py:533(BCEWithLogitsLoss)
        1    0.000    0.000    0.000    0.000 loss.py:635(HingeEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:695(MultiLabelMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:759(SmoothL1Loss)
        1    0.000    0.000    0.000    0.000 loss.py:825(SoftMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:866(CrossEntropyLoss)
        1    0.000    0.000    0.000    0.000 loss.py:965(MultiLabelSoftMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:97(NLLLoss)
        1    0.000    0.000    0.002    0.002 lowrank_multivariate_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lowrank_multivariate_normal.py:46(LowRankMultivariateNormal)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1049(OneCycleLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:171(LambdaLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:24(_LRScheduler)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:254(MultiplicativeLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:334(StepLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:382(MultiStepLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:430(ExponentialLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:461(CosineAnnealingLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:529(ReduceLROnPlateau)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:700(CyclicLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:926(CosineAnnealingWarmRestarts)
        1    0.000    0.000    0.007    0.007 lsun.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsun.py:13(LSUNClass)
        1    0.000    0.000    0.001    0.001 lsun.py:57(LSUN)
        1    0.000    0.000    0.002    0.002 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:16(MachAr)
        1    0.000    0.000    0.004    0.004 managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 managers.py:1536(SingleBlockManager)
        1    0.000    0.000    0.001    0.001 managers.py:63(BlockManager)
        1    0.000    0.000    0.001    0.001 mask_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mask_rcnn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mask_rcnn.py:20(MaskRCNN)
        1    0.000    0.000    0.000    0.000 mask_rcnn.py:221(MaskRCNNHeads)
        1    0.000    0.000    0.000    0.000 mask_rcnn.py:246(MaskRCNNPredictor)
        1    0.000    0.000    0.021    0.021 masked.py:1(<module>)
        1    0.000    0.000    0.000    0.000 masked.py:35(BaseMaskedDtype)
        1    0.000    0.000    0.000    0.000 masked.py:72(BaseMaskedArray)
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        1    0.000    0.000    0.002    0.002 melt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.001    0.001 memory.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memory_format.py:1(<module>)
        1    0.000    0.000    0.003    0.003 merge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:1538(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 merge.py:1632(_AsOfMerge)
        1    0.000    0.000    0.001    0.001 merge.py:573(_MergeOperation)
        1    0.000    0.000    0.001    0.001 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.007    0.007 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 methods.py:1(<module>)
        2    0.000    0.000    0.000    0.000 methods.py:122(<dictcomp>)
        2    0.000    0.000    0.000    0.000 methods.py:126(_add_methods)
        2    0.000    0.000    0.000    0.000 methods.py:20(_get_method_wrappers)
        2    0.000    0.000    0.024    0.012 methods.py:52(add_flex_arithmetic_methods)
        8    0.000    0.000    0.000    0.000 methods.py:72(<genexpr>)
        2    0.000    0.000    0.023    0.012 methods.py:77(_create_methods)
        1    0.000    0.000    0.000    0.000 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:17(Conv2d)
        1    0.000    0.000    0.000    0.000 misc.py:25(ConvTranspose2d)
        1    0.000    0.000    0.000    0.000 misc.py:33(BatchNorm2d)
        1    0.000    0.000    0.000    0.000 misc.py:45(FrozenBatchNorm2d)
        3    0.000    0.000    0.006    0.002 missing.py:1(<module>)
        1    0.000    0.000    0.001    0.001 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.001    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.001    0.001 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 mixture_same_family.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixture_same_family.py:7(MixtureSameFamily)
        1    0.000    0.000    0.000    0.000 mnasnet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mnasnet.py:23(_InvertedResidual)
        1    0.000    0.000    0.000    0.000 mnasnet.py:84(MNASNet)
        1    0.000    0.000    0.002    0.002 mnist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mnist.py:17(MNIST)
        1    0.000    0.000    0.000    0.000 mnist.py:170(FashionMNIST)
        1    0.000    0.000    0.000    0.000 mnist.py:200(KMNIST)
        1    0.000    0.000    0.000    0.000 mnist.py:225(EMNIST)
        1    0.000    0.000    0.001    0.001 mnist.py:317(QMNIST)
        2    0.000    0.000    0.002    0.001 mobilenet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mobilenet.py:16(QuantizableInvertedResidual)
        1    0.000    0.000    0.000    0.000 mobilenet.py:33(ConvBNReLU)
        1    0.000    0.000    0.000    0.000 mobilenet.py:33(QuantizableMobileNetV2)
        1    0.000    0.000    0.000    0.000 mobilenet.py:45(InvertedResidual)
        1    0.000    0.000    0.000    0.000 mobilenet.py:77(MobileNetV2)
        1    0.000    0.000    0.001    0.001 model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        1    0.000    0.000    0.000    0.000 model.py:284(NamedPointerType)
        1    0.000    0.000    0.000    0.000 model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        1    0.000    0.000    0.000    0.000 model.py:327(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 model.py:344(StructOrUnion)
        1    0.000    0.000    0.000    0.000 model.py:481(StructType)
        1    0.000    0.000    0.000    0.000 model.py:485(UnionType)
        1    0.000    0.000    0.000    0.000 model.py:489(EnumType)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 model_zoo.py:2(<module>)
        1    0.000    0.000    0.012    0.012 module.py:1(<module>)
        1    0.000    0.000    0.008    0.008 module.py:178(Module)
        1    0.000    0.000    0.000    0.000 module.py:20(_IncompatibleKeys)
        1    0.000    0.000    0.000    0.000 module.py:29(ModuleAttributeError)
        1    0.000    0.000    0.006    0.006 multi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi.py:120(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 multi.py:161(names_compat)
        1    0.000    0.000    0.006    0.006 multi.py:180(MultiIndex)
        1    0.000    0.000    0.000    0.000 multi.py:81(MultiIndexUIntEngine)
        1    0.000    0.000    0.080    0.080 multiarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiarray.py:1054(copyto)
        1    0.000    0.000    0.000    0.000 multiarray.py:143(concatenate)
        1    0.000    0.000    0.000    0.000 multinomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multinomial.py:10(Multinomial)
        1    0.000    0.000    0.000    0.000 multivariate_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multivariate_normal.py:78(MultivariateNormal)
        1    0.000    0.000    0.005    0.005 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.011    0.011 nanops.py:1(<module>)
        6    0.000    0.000    0.000    0.000 nanops.py:1549(make_nancomp)
        4    0.000    0.000    0.000    0.000 nanops.py:371(_datetimelike_compat)
        1    0.000    0.000    0.000    0.000 nanops.py:42(set_use_bottleneck)
        1    0.000    0.000    0.000    0.000 nanops.py:52(disallow)
       11    0.000    0.000    0.002    0.000 nanops.py:53(__init__)
       29    0.000    0.000    0.002    0.000 nanops.py:55(<genexpr>)
       11    0.000    0.000    0.001    0.000 nanops.py:60(__call__)
        1    0.000    0.000    0.000    0.000 nanops.py:84(bottleneck_switch)
        6    0.000    0.000    0.000    0.000 nanops.py:85(__init__)
        6    0.000    0.000    0.001    0.000 nanops.py:89(__call__)
        2    0.000    0.000    0.001    0.000 nanops.py:953(_nanminmax)
        1    0.000    0.000    0.002    0.002 nccl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 negative_binomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 negative_binomial.py:8(NegativeBinomial)
        1    0.000    0.000    0.000    0.000 new_empty_tensor.py:1(<module>)
        1    0.000    0.000    0.006    0.006 node.py:2(<module>)
        1    0.000    0.000    0.001    0.001 node.py:23(Node)
        1    0.000    0.000    0.000    0.000 normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normal.py:10(Normal)
        2    0.000    0.000    0.001    0.001 normalization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normalization.py:108(InstanceNorm2d)
        1    0.000    0.000    0.000    0.000 normalization.py:13(LocalResponseNorm)
        1    0.000    0.000    0.000    0.000 normalization.py:143(InstanceNorm3d)
        1    0.000    0.000    0.000    0.000 normalization.py:177(GroupNorm)
        1    0.000    0.000    0.000    0.000 normalization.py:39(GroupNorm)
        1    0.000    0.000    0.000    0.000 normalization.py:4(LayerNorm)
        1    0.000    0.000    0.000    0.000 normalization.py:62(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 normalization.py:73(InstanceNorm1d)
        1    0.000    0.000    0.000    0.000 normalization.py:86(LayerNorm)
        1    0.000    0.000    0.028    0.028 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.115    0.115 npyio.py:284(load)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.009    0.009 ntpath.py:2(<module>)
        3    0.000    0.000    0.004    0.001 numba_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.001    0.001 numbers.py:4(<module>)
        4    0.001    0.000    0.052    0.013 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:148(ones)
        1    0.000    0.000    0.000    0.000 numeric.py:19(NumericArray)
        1    0.000    0.000    0.000    0.000 numeric.py:239(IntegerIndex)
        6    0.001    0.000    0.002    0.000 numeric.py:2521(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:290(Int64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:306(UInt64Index)
        1    0.000    0.000    0.001    0.001 numeric.py:337(Float64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:35(NumericIndex)
        1    0.000    0.000    0.000    0.000 numeric.py:59(ComplexWarning)
        1    0.001    0.001    0.013    0.013 numerictypes.py:1(<module>)
       16    0.000    0.000    0.000    0.000 numerictypes.py:285(issubclass_)
        8    0.000    0.000    0.000    0.000 numerictypes.py:359(issubdtype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:427(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:443(_construct_lookups)
        1    0.000    0.000    0.000    0.000 numerictypes.py:590(_register_types)
        1    0.000    0.000    0.002    0.002 numpy_.py:1(<module>)
        1    0.000    0.000    0.001    0.001 numpy_.py:115(PandasArray)
        1    0.000    0.000    0.001    0.001 numpy_.py:20(PandasDtype)
        1    0.000    0.000    0.000    0.000 nvtx.py:1(<module>)
        1    0.000    0.000    0.002    0.002 object_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_array.py:20(ObjectStringArrayMixin)
        1    0.000    0.000    0.000    0.000 observer.py:1033(PlaceholderObserver)
        1    0.000    0.000    0.000    0.000 observer.py:1060(RecordingObserver)
        1    0.000    0.000    0.000    0.000 observer.py:1088(NoopObserver)
       11    0.000    0.000    0.000    0.000 observer.py:11(_with_args)
        1    0.000    0.000    0.002    0.002 observer.py:2(<module>)
       11    0.000    0.000    0.000    0.000 observer.py:26(_PartialWrapper)
       11    0.000    0.000    0.000    0.000 observer.py:27(__init__)
        1    0.000    0.000    0.000    0.000 observer.py:302(MinMaxObserver)
        1    0.000    0.000    0.000    0.000 observer.py:409(MovingAverageMinMaxObserver)
        1    0.000    0.000    0.000    0.000 observer.py:44(ObserverBase)
        1    0.000    0.000    0.000    0.000 observer.py:480(MinMaxDynamicQuantObserver)
        1    0.000    0.000    0.000    0.000 observer.py:555(PerChannelMinMaxObserver)
        1    0.000    0.000    0.000    0.000 observer.py:675(MovingAveragePerChannelMinMaxObserver)
        1    0.000    0.000    0.000    0.000 observer.py:71(_ObserverBase)
        1    0.000    0.000    0.000    0.000 observer.py:734(HistogramObserver)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 omniglot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 omniglot.py:9(Omniglot)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:7(OneHotCategorical)
        1    0.000    0.000    0.003    0.003 opcode.py:2(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        5    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        3    0.000    0.000    0.015    0.005 ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:179(Constant)
        1    0.000    0.000    0.001    0.001 ops.py:199(Op)
        1    0.000    0.000    0.000    0.000 ops.py:355(BinOp)
        1    0.000    0.000    0.000    0.000 ops.py:511(Div)
        1    0.000    0.000    0.000    0.000 ops.py:540(UnaryOp)
        1    0.000    0.000    0.000    0.000 ops.py:55(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 ops.py:588(MathCall)
        1    0.000    0.000    0.000    0.000 ops.py:604(FuncNode)
        1    0.000    0.000    0.000    0.000 ops.py:69(Term)
        1    0.000    0.000    0.000    0.000 ops.py:758(BinGrouper)
        1    0.000    0.000    0.002    0.002 ops.py:76(BaseGrouper)
        1    0.000    0.000    0.000    0.000 ops.py:942(DataSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:981(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:989(FrameSplitter)
        1    0.000    0.000    0.000    0.000 optimizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimizer.py:10(_RequiredParameter)
        1    0.000    0.000    0.000    0.000 optimizer.py:18(Optimizer)
        1    0.000    0.000    0.000    0.000 options.py:1(<module>)
        1    0.000    0.000    0.000    0.000 options.py:7(TensorPipeRpcBackendOptions)
        1    0.000    0.000    0.000    0.000 orc.py:1(<module>)
        3    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
        1    0.000    0.000    0.000    0.000 os.py:613(get_exec_path)
       16    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:678(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:684(__delitem__)
       22    0.000    0.000    0.000    0.000 os.py:748(encode)
        1    0.000    0.000    0.000    0.000 os.py:752(decode)
        1    0.000    0.000    0.000    0.000 os.py:766(getenv)
       20    0.000    0.000    0.000    0.000 os.py:800(fsencode)
        2    0.000    0.000    0.073    0.037 overrides.py:1(<module>)
       79    0.000    0.000    0.000    0.000 overrides.py:115(set_module)
       79    0.000    0.000    0.000    0.000 overrides.py:126(decorator)
      320    0.001    0.000    0.001    0.000 overrides.py:145(array_function_dispatch)
      320    0.006    0.000    0.111    0.000 overrides.py:187(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:223(array_function_from_dispatcher)
       23    0.000    0.000    0.007    0.000 overrides.py:227(decorator)
       13    0.000    0.000    0.000    0.000 overrides.py:28(set_array_function_like_doc)
      290    0.007    0.000    0.039    0.000 overrides.py:93(verify_matching_signatures)
        1    0.000    0.000    0.001    0.001 padding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 padding.py:12(_ConstantPadNd)
        1    0.000    0.000    0.000    0.000 padding.py:127(ConstantPad3d)
        1    0.000    0.000    0.000    0.000 padding.py:166(_ReflectionPadNd)
        1    0.000    0.000    0.000    0.000 padding.py:176(ReflectionPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:216(ReflectionPad2d)
        1    0.000    0.000    0.000    0.000 padding.py:267(_ReplicationPadNd)
        1    0.000    0.000    0.000    0.000 padding.py:27(ConstantPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:277(ReplicationPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:317(ReplicationPad2d)
        1    0.000    0.000    0.000    0.000 padding.py:368(ReplicationPad3d)
        1    0.000    0.000    0.000    0.000 padding.py:407(ZeroPad2d)
        1    0.000    0.000    0.000    0.000 padding.py:77(ConstantPad2d)
        1    0.000    0.000    0.000    0.000 parallel_apply.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parameter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parameter.py:6(Parameter)
        1    0.000    0.000    0.000    0.000 pareto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pareto.py:8(Pareto)
        1    0.000    0.000    0.003    0.003 parquet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parquet.py:124(PyArrowImpl)
        1    0.000    0.000    0.000    0.000 parquet.py:229(FastParquetImpl)
        1    0.000    0.000    0.000    0.000 parquet.py:88(BaseImpl)
        1    0.000    0.000    0.004    0.004 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:135(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:315(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:328(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:347(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:765(Quoter)
        1    0.000    0.000    0.041    0.041 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.036    0.036 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.009    0.009 parsers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parsers.py:1266(ParserBase)
        1    0.000    0.000    0.000    0.000 parsers.py:1847(CParserWrapper)
        1    0.000    0.000    0.001    0.001 parsers.py:2231(PythonParser)
        1    0.000    0.000    0.000    0.000 parsers.py:3635(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 parsers.py:3741(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 parsers.py:768(TextFileReader)
        1    0.000    0.000    0.001    0.001 parsing.py:1(<module>)
        1    0.000    0.000    0.024    0.024 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1008(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1021(Path)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
