1680
torch.Size([1, 500, 512]) torch.Size([1, 6, 2])
         450092 function calls (437207 primitive calls) in 4.099 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _base.py:48(CancelledError)
        1    0.000    0.000    0.000    0.000 _base.py:52(TimeoutError)
        1    0.000    0.000    0.000    0.000 _base.py:547(Executor)
        1    0.000    0.000    0.000    0.000 _base.py:56(InvalidStateError)
        1    0.000    0.000    0.001    0.001 _base.py:573(ExcelWriter)
        1    0.000    0.000    0.000    0.000 _base.py:60(_Waiter)
        1    0.000    0.000    0.000    0.000 _base.py:640(BrokenExecutor)
        1    0.000    0.000    0.000    0.000 _base.py:75(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:97(_FirstCompletedWaiter)
        1    0.000    0.000    0.007    0.007 _base.py:973(ExcelFile)
        1    0.000    0.000    0.000    0.000 _binary.py:15(<module>)
        4    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 _box_convert.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _builtins.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _builtins.py:101(<genexpr>)
      894    0.002    0.000    0.002    0.000 _builtins.py:105(_is_special_functional_bound_op)
       13    0.002    0.000    0.024    0.002 _builtins.py:109(_get_builtin_table)
        4    0.009    0.002    0.019    0.005 _builtins.py:115(register_all)
       13    0.000    0.000    0.024    0.002 _builtins.py:140(_register_builtin)
        1    0.000    0.000    0.000    0.000 _builtins.py:95(_gen_torch_functional_registered_ops)
        1    0.000    0.000    0.000    0.000 _classes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _classes.py:15(_Classes)
        1    0.000    0.000    0.000    0.000 _classes.py:16(__init__)
        1    0.000    0.000    0.000    0.000 _classes.py:4(_ClassNamespace)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
       10    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 _color_data.py:7(<module>)
        2    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        7    0.000    0.000    0.000    0.000 _common.py:9(__init__)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.001    0.001    0.001    0.001 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.007    0.007 _core.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _core.py:603(PlotAccessor)
        1    0.000    0.000    0.020    0.020 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:100(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:197(DataSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:534(Repository)
        1    0.000    0.000    0.000    0.000 _datasource.py:75(_FileOpeners)
        1    0.000    0.000    0.005    0.005 _decorators.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _decorators.py:11(deprecate)
        7    0.000    0.000    0.001    0.000 _decorators.py:157(_deprecate_kwarg)
        3    0.000    0.000    0.000    0.000 _decorators.py:249(deprecate_nonkeyword_arguments)
        3    0.000    0.000    0.002    0.001 _decorators.py:276(decorate)
        3    0.000    0.000    0.000    0.000 _decorators.py:306(rewrite_axis_style_signature)
        3    0.000    0.000    0.002    0.001 _decorators.py:309(decorate)
      188    0.001    0.000    0.001    0.000 _decorators.py:336(doc)
      188    0.003    0.000    0.043    0.000 _decorators.py:356(decorator)
      188    0.002    0.000    0.021    0.000 _decorators.py:376(<listcomp>)
        1    0.000    0.000    0.000    0.000 _decorators.py:397(Substitution)
       96    0.000    0.000    0.000    0.000 _decorators.py:426(__init__)
       96    0.001    0.000    0.001    0.000 _decorators.py:432(__call__)
        1    0.000    0.000    0.000    0.000 _decorators.py:444(Appender)
      220    0.001    0.000    0.001    0.000 _decorators.py:466(__init__)
      220    0.002    0.000    0.077    0.000 _decorators.py:473(__call__)
        3    0.000    0.000    0.000    0.000 _decorators.py:481(indent)
        7    0.000    0.000    0.000    0.000 _decorators.py:85(deprecate_kwarg)
        1    0.000    0.000    0.033    0.033 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
       25    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        9    0.000    0.000    0.000    0.000 _dtype.py:307(_name_includes_bit_suffix)
        9    0.000    0.000    0.000    0.000 _dtype.py:321(_name_get)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
       13    0.000    0.000    0.001    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.001    0.001 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        2    0.000    0.000    0.001    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:118(TooHardError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:123(AxisError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:141(_ArrayMemoryError)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:99(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
        1    0.000    0.000    0.000    0.000 _factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _freeze.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _functions.py:107(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 _functions.py:36(ReduceAddCoalesced)
        1    0.000    0.000    0.000    0.000 _functions.py:51(Gather)
        1    0.000    0.000    0.000    0.000 _functions.py:6(SyncBatchNorm)
        1    0.000    0.000    0.000    0.000 _functions.py:81(Scatter)
        1    0.000    0.000    0.000    0.000 _functions.py:9(Broadcast)
        1    0.000    0.000    0.000    0.000 _fuser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:30(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:44(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:57(_NoValueType)
        1    0.000    0.000    0.000    0.000 _globals.py:65(__new__)
        9    0.000    0.000    0.000    0.000 _globals.py:75(__repr__)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
      624    0.003    0.000    0.005    0.000 _inspect.py:13(ismethod)
       90    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       40    0.001    0.000    0.003    0.000 _inspect.py:140(formatargspec)
       15    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
       16    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
       59    0.000    0.000    0.001    0.000 _inspect.py:144(<lambda>)
      624    0.003    0.000    0.005    0.000 _inspect.py:26(isfunction)
      620    0.003    0.000    0.005    0.000 _inspect.py:41(iscode)
      620    0.006    0.000    0.011    0.000 _inspect.py:65(getargs)
      624    0.007    0.000    0.028    0.000 _inspect.py:96(getargspec)
        1    0.000    0.000    0.053    0.053 _internal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:243(c_void_p)
        1    0.000    0.000    0.000    0.000 _internal.py:248(_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:524(_Stream)
       50    0.000    0.000    0.001    0.000 _internal.py:780(_ufunc_doc_signature_formatter)
       78    0.000    0.000    0.000    0.000 _internal.py:791(<genexpr>)
       15    0.000    0.000    0.000    0.000 _internal.py:826(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 _internal.py:844(recursive)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:134(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:230(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:422(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:430(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:438(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:451(StringConverter)
        1    0.000    0.000    0.082    0.082 _jit_internal.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _jit_internal.py:251(boolean_dispatch)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:297(FunctionModifiers)
       30    0.000    0.000    0.000    0.000 _jit_internal.py:310(export)
       34    0.000    0.000    0.000    0.000 _jit_internal.py:356(unused)
        4    0.000    0.000    0.000    0.000 _jit_internal.py:405(ignore)
       15    0.000    0.000    0.000    0.000 _jit_internal.py:499(_copy_to_script_wrapper)
       16    0.000    0.000    0.001    0.000 _jit_internal.py:550(_overload)
        6    0.000    0.000    0.000    0.000 _jit_internal.py:566(get_class_name_lineno)
        6    0.000    0.000    0.000    0.000 _jit_internal.py:595(_overload_method)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:739(BroadcastingListCls)
        9    0.000    0.000    0.000    0.000 _jit_internal.py:740(__getitem__)
       21    0.000    0.000    0.000    0.000 _jit_internal.py:750(is_scripting)
       22    0.000    0.000    0.000    0.000 _jit_internal.py:773(_qualified_name)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:832(SourceContext)
        1    0.000    0.000    0.013    0.013 _json.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _json.py:1030(FrameParser)
        1    0.000    0.000    0.001    0.001 _json.py:110(Writer)
        1    0.000    0.000    0.000    0.000 _json.py:165(SeriesWriter)
        1    0.000    0.000    0.000    0.000 _json.py:180(FrameWriter)
        1    0.000    0.000    0.000    0.000 _json.py:210(JSONTableWriter)
        1    0.000    0.000    0.000    0.000 _json.py:566(JsonReader)
        1    0.000    0.000    0.000    0.000 _json.py:762(Parser)
        1    0.000    0.000    0.000    0.000 _json.py:982(SeriesParser)
        1    0.000    0.000    0.000    0.000 _linalg_utils.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _lobpcg.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _lobpcg.py:262(LOBPCGAutogradFunction)
        1    0.000    0.000    0.000    0.000 _lobpcg.py:648(LOBPCG)
        1    0.000    0.000    0.002    0.002 _lowrank.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _markupbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
        1    0.000    0.000    0.002    0.002 _methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:488(_Options)
        1    0.000    0.000    0.000    0.000 _misc.py:501(__init__)
        1    0.000    0.000    0.002    0.002 _mixins.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _mixins.py:30(NDArrayBackedExtensionArray)
        1    0.000    0.000    0.000    0.000 _monitor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _monitor.py:14(TMonitor)
        1    0.000    0.000    0.000    0.000 _monitor.py:8(TqdmSynchronisationWarning)
        1    0.000    0.000    0.000    0.000 _namedtensor_internals.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _normalize.py:4(<module>)
        1    0.000    0.000    0.001    0.001 _odfreader.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _odfreader.py:13(ODFReader)
        1    0.000    0.000    0.012    0.012 _odswriter.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _odswriter.py:13(ODSWriter)
        1    0.000    0.000    0.001    0.001 _openpyxl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:15(OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:452(OpenpyxlReader)
        1    0.000    0.000    0.000    0.000 _ops.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _ops.py:16(dl_open_guard)
        1    0.000    0.000    0.000    0.000 _ops.py:33(_OpNamespace)
        3    0.000    0.000    0.000    0.000 _ops.py:53(__init__)
       10    0.000    0.000    0.010    0.001 _ops.py:57(__getattr__)
        1    0.000    0.000    0.000    0.000 _ops.py:69(_Ops)
        1    0.000    0.000    0.000    0.000 _ops.py:72(__init__)
        3    0.000    0.000    0.000    0.000 _ops.py:76(__getattr__)
        2    0.000    0.000    0.006    0.003 _ops.py:82(load_library)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _optional.py:60(import_optional_dependency)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:4(<module>)
